dataset,condition,split,num_rows,num_image_clusters,risk,risk_label,method,method_label,aurc,oracle_aurc,random_aurc,excess_aurc,normalized_aurc,numerical_reference,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,spearman_rho,kendall_tau_b,exact_match_fraction
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_mean_max_probability,Mean max probability,0.084130089983,0.0217529929471,0.0899905826291,0.0623770970359,0.91411635913,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_negative_entropy,Negative entropy,0.0749304648518,0.0217529929471,0.0899905826291,0.0531774719047,0.779298802207,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_exact,Dice-Exact,0.0536530209846,0.0217529929471,0.0899905826291,0.0319000280375,0.467484683825,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_qfr_entropy,QFR-Entropy,0.0540953087534,0.0217529929471,0.0899905826291,0.0323423158063,0.473966269281,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_plm10_entropy,PLM-10/PLA-10-Entropy,0.0837766362944,0.0217529929471,0.0899905826291,0.0620236433473,0.908936608639,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_mmmc_entropy,MMMC-Entropy,0.0587297562757,0.0217529929471,0.0899905826291,0.0369767633286,0.541882611928,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_foreground_entropy,Foreground entropy,0.051367532994,0.0217529929471,0.0899905826291,0.0296145400469,0.433991590045,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m2,Dice-M2,0.0789487099154,0.0217529929471,0.0899905826291,0.0571957169683,0.838184895375,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m8,Dice-M8,0.0611803271285,0.0217529929471,0.0899905826291,0.0394273341814,0.577794942129,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m32,Dice-M32,0.0536427280511,0.0217529929471,0.0899905826291,0.031889735104,0.467333844184,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m2,nHD-M2,0.0688138835806,0.0217529929471,0.0899905826291,0.0470608906335,0.689662264637,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m8,nHD-M8,0.0495140537916,0.0217529929471,0.0899905826291,0.0277610608444,0.406829446553,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m32,nHD-M32,0.0415163273132,0.0217529929471,0.0899905826291,0.0197633343661,0.289625329063,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m2,nHD95-M2,0.0675114878051,0.0217529929471,0.0899905826291,0.045758494858,0.670576072092,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m8,nHD95-M8,0.0480641424135,0.0217529929471,0.0899905826291,0.0263111494664,0.385581460145,,,,,,,,
duts,deeplabv3-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m32,nHD95-M32,0.0394176679571,0.0217529929471,0.0899905826291,0.01766467501,0.258870149024,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_sdc,SDC,0.0743909543009,0.0368081284147,0.127565007236,0.0375828258862,0.414104433451,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_mean_max_probability,Mean max probability,0.145473098704,0.0368081284147,0.127565007236,0.108664970289,1.19731938449,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_negative_entropy,Negative entropy,0.137994470881,0.0368081284147,0.127565007236,0.101186342466,1.11491650859,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_dice_exact,Dice-Exact,0.0745802901985,0.0368081284147,0.127565007236,0.0377721617837,0.416190621297,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_qfr_entropy,QFR-Entropy,0.0744402402181,0.0368081284147,0.127565007236,0.0376321118034,0.414647487794,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_plm10_entropy,PLM-10/PLA-10-Entropy,0.118007794901,0.0368081284147,0.127565007236,0.0811996664867,0.894694347591,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_mmmc_entropy,MMMC-Entropy,0.0833648092179,0.0368081284147,0.127565007236,0.0465566808032,0.512982392163,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_foreground_entropy,Foreground entropy,0.0699344010687,0.0368081284147,0.127565007236,0.033126272654,0.365000130944,,,,,,,,
